name,key,issues,datasetKey,publishingOrgKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,extensions,basisOfRecord,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,scientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,dateIdentified,year,month,day,eventDate,modified,lastInterpreted,references,license,identifiers,facts,relations,class,countryCode,country,rightsHolder,identifier,informationWithheld,verbatimEventDate,datasetName,collectionCode,gbifID,occurrenceID,taxonID,recordedBy,catalogNumber,http...unknown.org.occurrenceDetails,institutionCode,rights,eventTime,identificationID,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,geodeticDatum,verbatimLocality,occurrenceRemarks,continent,stateProvince,scientificNameID,county,fieldNumber,eventRemarks,lifeStage,recordNumber,habitat,institutionID,higherGeography,locality,language,type,preparations,higherClassification,identifiedBy,georeferenceSources,individualCount,dynamicProperties,identificationVerificationStatus,locationAccordingTo,locationRemarks,georeferencedDate,nomenclaturalCode,georeferencedBy,georeferenceProtocol,georeferenceVerificationStatus,endDayOfYear,otherCatalogNumbers,organismID,previousIdentifications,identificationQualifier,accessRights,collectionID,verbatimCoordinateSystem,georeferenceRemarks,establishmentMeans,occurrenceStatus,startDayOfYear,disposition,ownerInstitutionCode,sex,infraspecificEpithet,bibliographicCitation,elevation,verbatimElevation
Gambelia sila,543578573,"cdrep,cdround",cece4fc2-1fec-4bb5-a335-7252548e3f0b,66522820-055c-11d8-b84e-b8a03c50a862,US,DWC_ARCHIVE,2017-09-27T20:54:19.059+0000,2017-09-27T20:54:19.077+0000,66,none,PRESERVED_SPECIMEN,5227129,1,44,358,715,5663,2470635,5227128,"Gambelia silus Stebbins, 1985",Animalia,Chordata,Squamata,Crotaphytidae,Gambelia,Gambelia sila,Gambelia,silus,SPECIES,NA,1992,6,16,1992-06-16T00:00:00.000+0000,2017-09-27T13:48:00.000+0000,2017-09-27T20:56:02.427+0000,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,Reptilia,US,United States,NA,urn:catalog:CAS:HERP:223680,NA,16 Jun 1992,NA,HERP,543578573,urn:catalog:CAS:HERP:223680,NA,D.J. Germano,223680,NA,CAS,NA,NA,NA,35.030560121083845,-119.29462231742443,415.21,WGS84,"CA; Kern Co.; NW 1/4, NW 1/4, Sec. 24, T11N, R23W, S of Hwy 166",California State University Bakersfield Collection.  Ventral incision from snout to vent.  Internal organs removed.,NORTH_AMERICA,California,NA,Kern Co.,NA,NA,NA,NA,NA,CAS,North America; USA; California; Kern Co.,"S of Hwy 166, T11N R23W S24 (NW 1/4 of NW 1/4)",en,PhysicalObject,Alcohol,Animalia; Chordata; Reptilia; Sauria; Crotaphytidae,NA,"MapTech TN Eds. 1.0  Quad:  Pentland, 1973.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambelia sila,543578315,"cdrep,cdround",cece4fc2-1fec-4bb5-a335-7252548e3f0b,66522820-055c-11d8-b84e-b8a03c50a862,US,DWC_ARCHIVE,2017-09-27T20:54:18.927+0000,2017-09-27T20:54:18.952+0000,66,none,PRESERVED_SPECIMEN,5227129,1,44,358,715,5663,2470635,5227128,"Gambelia silus Stebbins, 1985",Animalia,Chordata,Squamata,Crotaphytidae,Gambelia,Gambelia sila,Gambelia,silus,SPECIES,NA,1992,8,19,1992-08-19T00:00:00.000+0000,2017-09-27T13:48:00.000+0000,2017-09-27T20:56:02.055+0000,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,Reptilia,US,United States,NA,urn:catalog:CAS:HERP:223448,NA,19 Aug 1992,NA,HERP,543578315,urn:catalog:CAS:HERP:223448,NA,D.J. Germano,223448,NA,CAS,NA,NA,NA,35.12736907934543,-119.63298308242945,569.71,WGS84,"CA: San Luis Obispo Co.; Elkhorn Plain Ecological Reserve, NE 1/4 Sec 20, T32S, R22E",California State University Bakersfield Collection.  Ventral incision from mid-jaw line to vent.  Internal organs removed.,NORTH_AMERICA,California,NA,San Luis Obispo Co.,NA,NA,NA,NA,NA,CAS,North America; USA; California; San Luis Obispo Co.,"Elkhorn Plain Ecological Reserve, T32S R22E S20 (NE 1/4)",en,PhysicalObject,Alcohol,Animalia; Chordata; Reptilia; Sauria; Crotaphytidae,NA,Terrain Navigator.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMS,Placed in center of T32S R22E S20 (NE 1/4).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambelia sila,543578313,"cdrep,cdround",cece4fc2-1fec-4bb5-a335-7252548e3f0b,66522820-055c-11d8-b84e-b8a03c50a862,US,DWC_ARCHIVE,2017-09-27T20:54:18.938+0000,2017-09-27T20:54:18.966+0000,66,none,PRESERVED_SPECIMEN,5227129,1,44,358,715,5663,2470635,5227128,"Gambelia silus Stebbins, 1985",Animalia,Chordata,Squamata,Crotaphytidae,Gambelia,Gambelia sila,Gambelia,silus,SPECIES,NA,1992,8,24,1992-08-24T00:00:00.000+0000,2017-09-27T13:48:00.000+0000,2017-09-27T20:56:02.117+0000,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,Reptilia,US,United States,NA,urn:catalog:CAS:HERP:223446,NA,24 Aug 1992,NA,HERP,543578313,urn:catalog:CAS:HERP:223446,NA,D.J. Germano,223446,NA,CAS,NA,NA,NA,35.12736907934543,-119.63298308242945,569.71,WGS84,"CA: San Luis Obispo Co.; Elkhorn Plain Ecological Reserve, NE 1/4 Sec 20, T32S, R22E",California State University Bakersfield Collection.  Ventral incision from mid-jaw line to vent.  Internal organs removed.,NORTH_AMERICA,California,NA,San Luis Obispo Co.,NA,NA,NA,NA,NA,CAS,North America; USA; California; San Luis Obispo Co.,"Elkhorn Plain Ecological Reserve, T32S R22E S20 (NE 1/4)",en,PhysicalObject,Alcohol,Animalia; Chordata; Reptilia; Sauria; Crotaphytidae,NA,Terrain Navigator.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMS,Placed in center of T32S R22E S20 (NE 1/4).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambelia sila,543578316,"cdrep,cdround",cece4fc2-1fec-4bb5-a335-7252548e3f0b,66522820-055c-11d8-b84e-b8a03c50a862,US,DWC_ARCHIVE,2017-09-27T20:54:18.946+0000,2017-09-27T20:54:18.957+0000,66,none,PRESERVED_SPECIMEN,5227129,1,44,358,715,5663,2470635,5227128,"Gambelia silus Stebbins, 1985",Animalia,Chordata,Squamata,Crotaphytidae,Gambelia,Gambelia sila,Gambelia,silus,SPECIES,NA,1992,8,20,1992-08-20T00:00:00.000+0000,2017-09-27T13:48:00.000+0000,2017-09-27T20:56:02.082+0000,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,Reptilia,US,United States,NA,urn:catalog:CAS:HERP:223449,NA,20 Aug 1992,NA,HERP,543578316,urn:catalog:CAS:HERP:223449,NA,D.J. Germano,223449,NA,CAS,NA,NA,NA,35.096978507756226,-119.54797481537999,13019.62,WGS84,"CA: San Luis Obispo Co.; Elkhorn Plain, 1.5 mi NE of the Elkhorn Plain Ecological Reserve",California State University Bakersfield Collection.  Ventral incision from mid-jaw line to vent.  Internal organs removed.,NORTH_AMERICA,California,NA,San Luis Obispo Co.,NA,NA,NA,NA,NA,CAS,North America; USA; California; San Luis Obispo Co.,"Elkhorn Plain, 1.5 mi NE of Elkhorn Plain Ecological Reserve",en,PhysicalObject,Alcohol,Animalia; Chordata; Reptilia; Sauria; Crotaphytidae,NA,Terrain Navigator.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMS,"Location is measured 'by air' from geographical center of Elkhorn Plain, bearing 45 degrees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambelia sila,543578314,"cdrep,cdround",cece4fc2-1fec-4bb5-a335-7252548e3f0b,66522820-055c-11d8-b84e-b8a03c50a862,US,DWC_ARCHIVE,2017-09-27T20:54:18.915+0000,2017-09-27T20:54:18.934+0000,66,none,PRESERVED_SPECIMEN,5227129,1,44,358,715,5663,2470635,5227128,"Gambelia silus Stebbins, 1985",Animalia,Chordata,Squamata,Crotaphytidae,Gambelia,Gambelia sila,Gambelia,silus,SPECIES,NA,1992,8,19,1992-08-19T00:00:00.000+0000,2017-09-27T13:48:00.000+0000,2017-09-27T20:56:02.056+0000,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,Reptilia,US,United States,NA,urn:catalog:CAS:HERP:223447,NA,19 Aug 1992,NA,HERP,543578314,urn:catalog:CAS:HERP:223447,NA,D.J. Germano,223447,NA,CAS,NA,NA,NA,35.12736907934543,-119.63298308242945,569.71,WGS84,"CA: San Luis Obispo Co.; Elkhorn Plain Ecological Reserve, NE 1/4 Sec 20, T32S, R22E",California State University Bakersfield Collection.  Ventral incision from mid-jaw line to vent.  Internal organs removed.,NORTH_AMERICA,California,NA,San Luis Obispo Co.,NA,NA,NA,NA,NA,CAS,North America; USA; California; San Luis Obispo Co.,"Elkhorn Plain Ecological Reserve, T32S R22E S20 (NE 1/4)",en,PhysicalObject,Alcohol,Animalia; Chordata; Reptilia; Sauria; Crotaphytidae,NA,Terrain Navigator.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMS,Placed in center of T32S R22E S20 (NE 1/4).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambelia sila,543578318,"cdrep,cdround",cece4fc2-1fec-4bb5-a335-7252548e3f0b,66522820-055c-11d8-b84e-b8a03c50a862,US,DWC_ARCHIVE,2017-09-27T20:54:18.896+0000,2017-09-27T20:54:18.914+0000,66,none,PRESERVED_SPECIMEN,5227129,1,44,358,715,5663,2470635,5227128,"Gambelia silus Stebbins, 1985",Animalia,Chordata,Squamata,Crotaphytidae,Gambelia,Gambelia sila,Gambelia,silus,SPECIES,NA,1992,9,28,1992-09-28T00:00:00.000+0000,2017-09-27T13:48:00.000+0000,2017-09-27T20:56:02.021+0000,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,Reptilia,US,United States,NA,urn:catalog:CAS:HERP:223450,NA,28 Sep 1992,NA,HERP,543578318,urn:catalog:CAS:HERP:223450,NA,D.J. Germano,223450,NA,CAS,NA,NA,NA,35.096978507756226,-119.54797481537999,13019.62,WGS84,"CA: San Luis Obispo Co.; Elkhorn Plain, 1.5 mi NE of the Elkhorn Plain Ecological Reserve",California State University Bakersfield Collection.  Ventral incision from mid-jaw line to vent.  Internal organs removed.,NORTH_AMERICA,California,NA,San Luis Obispo Co.,NA,NA,NA,NA,NA,CAS,North America; USA; California; San Luis Obispo Co.,"Elkhorn Plain, 1.5 mi NE of Elkhorn Plain Ecological Reserve",en,PhysicalObject,Alcohol,Animalia; Chordata; Reptilia; Sauria; Crotaphytidae,NA,Terrain Navigator.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMS,"Location is measured 'by air' from geographical center of Elkhorn Plain, bearing 45 degrees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambelia sila,1274636213,rdatm,7fd12114-9010-4c13-8f46-990fe04ca882,aa40a1e0-818b-11d9-b6d0-b8a03c50a862,US,DWC_ARCHIVE,2017-12-15T21:57:22.893+0000,2017-12-15T21:57:24.191+0000,51,none,HUMAN_OBSERVATION,5227128,1,44,358,715,5663,2470635,5227128,"Gambelia sila (Stejneger, 1890)",Animalia,Chordata,Squamata,Crotaphytidae,Gambelia,Gambelia sila,Gambelia,sila,SPECIES,NA,1992,NA,NA,1992-01-01T00:00:00.000+0000,NA,2017-12-15T21:57:25.483+0000,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,Reptilia,US,United States,NatureServe,10-27828-269,NA,NA,NatureServe Network Species Occurrence Data,CA-NHP,1274636213,10-27828-269,NA,NA,10-27828-269,NA,NTSRV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH_AMERICA,California,564570,Tulare,85,http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.101103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambelia sila,1274635947,rdatm,7fd12114-9010-4c13-8f46-990fe04ca882,aa40a1e0-818b-11d9-b6d0-b8a03c50a862,US,DWC_ARCHIVE,2017-12-15T21:57:22.895+0000,2017-12-15T21:57:24.268+0000,51,none,HUMAN_OBSERVATION,5227128,1,44,358,715,5663,2470635,5227128,"Gambelia sila (Stejneger, 1890)",Animalia,Chordata,Squamata,Crotaphytidae,Gambelia,Gambelia sila,Gambelia,sila,SPECIES,NA,1991,2,26,1991-02-26T00:00:00.000+0000,NA,2017-12-15T21:57:25.331+0000,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,Reptilia,US,United States,NatureServe,10-65821-230,NA,NA,NatureServe Network Species Occurrence Data,CA-NHP,1274635947,10-65821-230,NA,NA,10-65821-230,NA,NTSRV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH_AMERICA,California,564570,Kern,348,http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.101103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambelia sila,1274637080,rdatm,7fd12114-9010-4c13-8f46-990fe04ca882,aa40a1e0-818b-11d9-b6d0-b8a03c50a862,US,DWC_ARCHIVE,2017-12-15T21:57:23.370+0000,2017-12-15T21:57:24.673+0000,51,none,HUMAN_OBSERVATION,5227128,1,44,358,715,5663,2470635,5227128,"Gambelia sila (Stejneger, 1890)",Animalia,Chordata,Squamata,Crotaphytidae,Gambelia,Gambelia sila,Gambelia,sila,SPECIES,NA,1991,4,16,1991-04-16T00:00:00.000+0000,NA,2017-12-15T21:57:25.846+0000,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,Reptilia,US,United States,NatureServe,10-65835-230,NA,NA,NatureServe Network Species Occurrence Data,CA-NHP,1274637080,10-65835-230,NA,NA,10-65835-230,NA,NTSRV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH_AMERICA,California,564570,Kern,355,http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.101103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambelia sila,1274637067,rdatm,7fd12114-9010-4c13-8f46-990fe04ca882,aa40a1e0-818b-11d9-b6d0-b8a03c50a862,US,DWC_ARCHIVE,2017-12-15T21:57:23.422+0000,2017-12-15T21:57:24.694+0000,51,none,HUMAN_OBSERVATION,5227128,1,44,358,715,5663,2470635,5227128,"Gambelia sila (Stejneger, 1890)",Animalia,Chordata,Squamata,Crotaphytidae,Gambelia,Gambelia sila,Gambelia,sila,SPECIES,NA,1991,5,2,1991-05-02T00:00:00.000+0000,NA,2017-12-15T21:57:25.888+0000,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,Reptilia,US,United States,NatureServe,10-65834-230,NA,NA,NatureServe Network Species Occurrence Data,CA-NHP,1274637067,10-65834-230,NA,NA,10-65834-230,NA,NTSRV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH_AMERICA,California,564570,Kern,354,http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.101103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambelia sila,543578332,"cdrep,cdround",cece4fc2-1fec-4bb5-a335-7252548e3f0b,66522820-055c-11d8-b84e-b8a03c50a862,US,DWC_ARCHIVE,2017-09-27T20:54:18.939+0000,2017-09-27T20:54:18.949+0000,66,none,PRESERVED_SPECIMEN,5227129,1,44,358,715,5663,2470635,5227128,"Gambelia silus Stebbins, 1985",Animalia,Chordata,Squamata,Crotaphytidae,Gambelia,Gambelia sila,Gambelia,silus,SPECIES,NA,1991,5,29,1991-05-29T00:00:00.000+0000,2017-09-27T13:48:00.000+0000,2017-09-27T20:56:02.072+0000,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,Reptilia,US,United States,NA,urn:catalog:CAS:HERP:223463,NA,29 May 1991,NA,HERP,543578332,urn:catalog:CAS:HERP:223463,NA,D.J. Germano,223463,NA,CAS,NA,NA,NA,35.90795909070305,-119.34994322919755,284.85,WGS84,"CA: Tulare Co.; SW 1/4 SE 1/4 Sec. 23, T23S, R24E, Pixley NWR",California State University Bakersfield Collection.  Ventral incision from mid-jaw line to vent.  Internal organs removed.,NORTH_AMERICA,California,NA,Tulare Co.,NA,NA,ADULT,NA,NA,CAS,North America; USA; California; Tulare Co.,"Pixley National Wildlife Refuge, T23S R24E S23 (SW 1/4 of SE 1/4)",en,PhysicalObject,Alcohol,Animalia; Chordata; Reptilia; Sauria; Crotaphytidae,NA,"Terrain Navigator 1.0, California, San Luis Obispo/Los Padres National Forest, Pixley Quadrangle, 1969.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRS data.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambelia sila,1274636503,rdatm,7fd12114-9010-4c13-8f46-990fe04ca882,aa40a1e0-818b-11d9-b6d0-b8a03c50a862,US,DWC_ARCHIVE,2017-12-15T21:57:22.959+0000,2017-12-15T21:57:24.294+0000,51,none,HUMAN_OBSERVATION,5227128,1,44,358,715,5663,2470635,5227128,"Gambelia sila (Stejneger, 1890)",Animalia,Chordata,Squamata,Crotaphytidae,Gambelia,Gambelia sila,Gambelia,sila,SPECIES,NA,1991,5,10,1991-05-10T00:00:00.000+0000,NA,2017-12-15T21:57:25.420+0000,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,Reptilia,US,United States,NatureServe,10-65828-255,NA,NA,NatureServe Network Species Occurrence Data,CA-NHP,1274636503,10-65828-255,NA,NA,10-65828-255,NA,NTSRV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH_AMERICA,California,564570,San Luis Obispo,351,http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.101103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambelia sila,543578331,"cdrep,cdround",cece4fc2-1fec-4bb5-a335-7252548e3f0b,66522820-055c-11d8-b84e-b8a03c50a862,US,DWC_ARCHIVE,2017-09-27T20:54:18.925+0000,2017-09-27T20:54:18.951+0000,66,none,PRESERVED_SPECIMEN,5227129,1,44,358,715,5663,2470635,5227128,"Gambelia silus Stebbins, 1985",Animalia,Chordata,Squamata,Crotaphytidae,Gambelia,Gambelia sila,Gambelia,silus,SPECIES,NA,1991,6,11,1991-06-11T00:00:00.000+0000,2017-09-27T13:48:00.000+0000,2017-09-27T20:56:02.093+0000,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,Reptilia,US,United States,NA,urn:catalog:CAS:HERP:223462,NA,11 Jun 1991,NA,HERP,543578331,urn:catalog:CAS:HERP:223462,NA,D.J. Germano,223462,NA,CAS,NA,NA,NA,35.90795909070305,-119.34994322919755,284.85,WGS84,"CA: Tulare Co.; SW 1/4 SE 1/4 Sec. 23, T23S, R24E, Pixley NWR",California State University Bakersfield Collection.  Ventral incision from mid-jaw line to vent.  Internal organs removed.,NORTH_AMERICA,California,NA,Tulare Co.,NA,NA,ADULT,NA,NA,CAS,North America; USA; California; Tulare Co.,"Pixley National Wildlife Refuge, T23S R24E S23 (SW 1/4 of SE 1/4)",en,PhysicalObject,Alcohol,Animalia; Chordata; Reptilia; Sauria; Crotaphytidae,NA,"Terrain Navigator 1.0, California, San Luis Obispo/Los Padres National Forest, Pixley Quadrangle, 1969.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRS data.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambelia sila,1274635338,rdatm,7fd12114-9010-4c13-8f46-990fe04ca882,aa40a1e0-818b-11d9-b6d0-b8a03c50a862,US,DWC_ARCHIVE,2017-12-15T21:57:22.531+0000,2017-12-15T21:57:24.030+0000,51,none,HUMAN_OBSERVATION,5227128,1,44,358,715,5663,2470635,5227128,"Gambelia sila (Stejneger, 1890)",Animalia,Chordata,Squamata,Crotaphytidae,Gambelia,Gambelia sila,Gambelia,sila,SPECIES,NA,1991,6,3,1991-06-03T00:00:00.000+0000,NA,2017-12-15T21:57:25.104+0000,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,Reptilia,US,United States,NatureServe,10-65805-230,NA,NA,NatureServe Network Species Occurrence Data,CA-NHP,1274635338,10-65805-230,NA,NA,10-65805-230,NA,NTSRV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH_AMERICA,California,564570,Kern,341,http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.101103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambelia sila,1274637099,rdatm,7fd12114-9010-4c13-8f46-990fe04ca882,aa40a1e0-818b-11d9-b6d0-b8a03c50a862,US,DWC_ARCHIVE,2017-12-15T21:57:23.384+0000,2017-12-15T21:57:24.694+0000,51,none,HUMAN_OBSERVATION,5227128,1,44,358,715,5663,2470635,5227128,"Gambelia sila (Stejneger, 1890)",Animalia,Chordata,Squamata,Crotaphytidae,Gambelia,Gambelia sila,Gambelia,sila,SPECIES,NA,1991,8,31,1991-08-31T00:00:00.000+0000,NA,2017-12-15T21:57:25.901+0000,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,Reptilia,US,United States,NatureServe,10-65615-230,NA,NA,NatureServe Network Species Occurrence Data,CA-NHP,1274637099,10-65615-230,NA,NA,10-65615-230,NA,NTSRV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH_AMERICA,California,564570,Kern,318,http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.101103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambelia sila,1274635045,rdatm,7fd12114-9010-4c13-8f46-990fe04ca882,aa40a1e0-818b-11d9-b6d0-b8a03c50a862,US,DWC_ARCHIVE,2017-12-15T21:57:22.378+0000,2017-12-15T21:57:23.445+0000,51,none,HUMAN_OBSERVATION,5227128,1,44,358,715,5663,2470635,5227128,"Gambelia sila (Stejneger, 1890)",Animalia,Chordata,Squamata,Crotaphytidae,Gambelia,Gambelia sila,Gambelia,sila,SPECIES,NA,1991,8,23,1991-08-23T00:00:00.000+0000,NA,2017-12-15T21:57:24.954+0000,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,Reptilia,US,United States,NatureServe,10-27693-230,NA,NA,NatureServe Network Species Occurrence Data,CA-NHP,1274635045,10-27693-230,NA,NA,10-27693-230,NA,NTSRV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH_AMERICA,California,564570,Kern,251,http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.101103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambelia sila,1274637309,rdatm,7fd12114-9010-4c13-8f46-990fe04ca882,aa40a1e0-818b-11d9-b6d0-b8a03c50a862,US,DWC_ARCHIVE,2017-12-15T21:57:23.663+0000,2017-12-15T21:57:24.749+0000,51,none,UNKNOWN,5227128,1,44,358,715,5663,2470635,5227128,"Gambelia sila (Stejneger, 1890)",Animalia,Chordata,Squamata,Crotaphytidae,Gambelia,Gambelia sila,Gambelia,sila,SPECIES,NA,1991,8,23,1991-08-23T00:00:00.000+0000,NA,2017-12-15T21:57:25.952+0000,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,Reptilia,US,United States,NatureServe,10-27858-255,NA,NA,NatureServe Network Species Occurrence Data,CA-NHP,1274637309,10-27858-255,NA,NA,10-27858-255,NA,NTSRV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH_AMERICA,California,564570,San Luis Obispo,27,http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.101103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambelia sila,1274633248,rdatm,7fd12114-9010-4c13-8f46-990fe04ca882,aa40a1e0-818b-11d9-b6d0-b8a03c50a862,US,DWC_ARCHIVE,2017-12-15T21:57:21.594+0000,2017-12-15T21:57:22.747+0000,51,none,HUMAN_OBSERVATION,5227128,1,44,358,715,5663,2470635,5227128,"Gambelia sila (Stejneger, 1890)",Animalia,Chordata,Squamata,Crotaphytidae,Gambelia,Gambelia sila,Gambelia,sila,SPECIES,NA,1991,8,9,1991-08-09T00:00:00.000+0000,NA,2017-12-15T21:57:23.610+0000,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,Reptilia,US,United States,NatureServe,10-27701-255,NA,NA,NatureServe Network Species Occurrence Data,CA-NHP,1274633248,10-27701-255,NA,NA,10-27701-255,NA,NTSRV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH_AMERICA,California,564570,San Luis Obispo,235,http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.101103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
